metric,method,count,mean,std,min,25%,50%,75%,max,sum
exact_match,formatog_d4_p3,333.0,0.22822822822822822,0.42032207478333167,0.0,0.0,0.0,0.0,1.0,76.0
exact_match,formatog_d4_p4,333.0,0.25825825825825827,0.4383353979016339,0.0,0.0,0.0,1.0,1.0,86.0
f1,formatog_d1_p1,333.0,0.31643563817476855,0.43820680616537405,0.0,0.0,0.0,1.0,1.0,105.37306751219795
f1,formatog_d1_p2,333.0,0.3330084037404039,0.43852609193819886,0.0,0.0,0.0,1.0,1.0,110.8917984455545
f1,formatog_d1_p3,333.0,0.33510158560868497,0.43666599373317455,0.0,0.0,0.0,1.0,1.0,111.5888280076921
f1,formatog_d1_p4,333.0,0.3514466270396282,0.4426090737851078,0.0,0.0,0.0,1.0,1.0,117.03172680419618
f1,formatog_d2_p1,333.0,0.3112773287882602,0.4295187080663557,0.0,0.0,0.0,0.7272727272727272,1.0,103.65535048649066
f1,formatog_d2_p2,333.0,0.3686756360349675,0.4496756212109544,0.0,0.0,0.0,1.0,1.0,122.7689867996442
f1,formatog_d2_p3,333.0,0.3268212376021217,0.4345488999949732,0.0,0.0,0.0,1.0,1.0,108.83147212150651
f1,formatog_d2_p4,333.0,0.3488828266678404,0.4424278689348985,0.0,0.0,0.0,1.0,1.0,116.17798128039085
f1,formatog_d3_p1,333.0,0.313225695398038,0.42755023720553265,0.0,0.0,0.0,0.6666666666666666,1.0,104.30415656754666
f1,formatog_d3_p2,333.0,0.342101199036114,0.44422353457063907,0.0,0.0,0.0,1.0,1.0,113.91969927902598
f1,formatog_d3_p3,333.0,0.327852125583229,0.4356174714204097,0.0,0.0,0.0,0.9411764705882352,1.0,109.17475781921526
f1,formatog_d3_p4,333.0,0.36282241627069217,0.451357286996038,0.0,0.0,0.0,1.0,1.0,120.81986461814049
f1,formatog_d4_p1,333.0,0.31613824444342786,0.4291352183490345,0.0,0.0,0.0,0.7272727272727272,1.0,105.27403539966149
f1,formatog_d4_p2,333.0,0.33946494578267955,0.43857981055404804,0.0,0.0,0.0,0.9411764705882352,1.0,113.04182694563231
f1,formatog_d4_p3,333.0,0.3128894998309288,0.4279863967094483,0.0,0.0,0.0,0.7499999999999999,1.0,104.19220344369927
f1,formatog_d4_p4,333.0,0.34432163807792804,0.4409099904526634,0.0,0.0,0.0,1.0,1.0,114.65910547995003
is_no_answer,formatog_d1_p1,333.0,0.006006006006006006,0.07738162331244959,0.0,0.0,0.0,0.0,1.0,2.0
is_no_answer,formatog_d1_p2,333.0,0.012012012012012012,0.10910302349062119,0.0,0.0,0.0,0.0,1.0,4.0
is_no_answer,formatog_d1_p3,333.0,0.009009009009009009,0.09462947675222834,0.0,0.0,0.0,0.0,1.0,3.0
is_no_answer,formatog_d1_p4,333.0,0.018018018018018018,0.13321659928468216,0.0,0.0,0.0,0.0,1.0,6.0
is_no_answer,formatog_d2_p1,333.0,0.009009009009009009,0.09462947675222834,0.0,0.0,0.0,0.0,1.0,3.0
is_no_answer,formatog_d2_p2,333.0,0.003003003003003003,0.054799662435119086,0.0,0.0,0.0,0.0,1.0,1.0
is_no_answer,formatog_d2_p3,333.0,0.02702702702702703,0.16240619866164338,0.0,0.0,0.0,0.0,1.0,9.0
is_no_answer,formatog_d2_p4,333.0,0.009009009009009009,0.09462947675222834,0.0,0.0,0.0,0.0,1.0,3.0
is_no_answer,formatog_d3_p1,333.0,0.009009009009009009,0.09462947675222833,0.0,0.0,0.0,0.0,1.0,3.0
is_no_answer,formatog_d3_p2,333.0,0.012012012012012012,0.10910302349062119,0.0,0.0,0.0,0.0,1.0,4.0
is_no_answer,formatog_d3_p3,333.0,0.012012012012012012,0.10910302349062119,0.0,0.0,0.0,0.0,1.0,4.0
is_no_answer,formatog_d3_p4,333.0,0.009009009009009009,0.09462947675222833,0.0,0.0,0.0,0.0,1.0,3.0
is_no_answer,formatog_d4_p1,333.0,0.009009009009009009,0.09462947675222833,0.0,0.0,0.0,0.0,1.0,3.0
is_no_answer,formatog_d4_p2,333.0,0.015015015015015015,0.12179536616658855,0.0,0.0,0.0,0.0,1.0,5.0
is_no_answer,formatog_d4_p3,333.0,0.021021021021021023,0.14367018845523105,0.0,0.0,0.0,0.0,1.0,7.0
is_no_answer,formatog_d4_p4,333.0,0.015015015015015015,0.12179536616658856,0.0,0.0,0.0,0.0,1.0,5.0
